Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,,,,
04.02.2020,115557,114631,116556,114631,"5,83M","0,81%",,,,
03.02.2020,114629,113761,115299,113467,"5,51M","0,76%",,,,
31.01.2020,113761,115518,115518,113148,"6,22M","-1,53%",,,,
30.01.2020,115528,115375,115528,112825,"6,32M","0,12%",,,,
29.01.2020,115385,116494,117171,115164,"5,10M","-0,94%",,,,
28.01.2020,116479,114482,116797,114475,"5,23M","1,74%",,,,
27.01.2020,114482,118347,118347,114376,"6,10M","-3,29%",,,,
24.01.2020,118376,119528,119593,118108,"4,78M","-0,96%",,,,
23.01.2020,119528,118391,119535,116906,"6,57M","0,96%",,,,
22.01.2020,118391,117035,118401,117035,"5,77M","1,17%",,,,
21.01.2020,117026,118861,118861,117026,"5,09M","-1,54%",,,,
20.01.2020,118862,118478,118862,117928,"3,84M","0,32%",,,,
17.01.2020,118478,116710,118479,116710,"4,95M","1,52%",,,,
16.01.2020,116704,116415,117106,115961,"5,42M","0,25%",,,,
15.01.2020,116414,117632,117632,116188,"5,57M","-1,04%",,,,
14.01.2020,117632,117325,117705,116610,"5,36M","0,26%",,,,
13.01.2020,117325,115503,117333,115503,"5,69M","1,58%",,,,
10.01.2020,115503,115948,116745,114952,"4,78M","-0,38%",,,,
09.01.2020,115947,116248,116820,115411,"5,95M","-0,26%",,,,
08.01.2020,116247,116667,117335,115693,"5,91M","-0,36%",,,,
07.01.2020,116662,116872,117076,115965,"4,85M","-0,18%",,,,
06.01.2020,116878,117707,117707,116269,"6,57M","-0,70%",,,,
03.01.2020,117707,118564,118792,117341,"6,83M","-0,73%",,,,
02.01.2020,118573,115652,118573,115649,"5,16M","2,53%",,,,
30.12.2019,115645,116530,117086,115599,"3,67M","-0,76%",,,,
27.12.2019,116534,117205,117803,115995,"3,91M","-0,57%",,,,
26.12.2019,117203,115864,117220,115673,"3,79M","1,16%",,,,
23.12.2019,115863,115119,115863,114964,"4,00M","0,64%",,,,
20.12.2019,115121,115133,115171,114526,"6,89M","-0,01%",,,,
19.12.2019,115131,114313,115132,113712,"5,78M","0,71%",,,,
18.12.2019,114315,112618,114339,112300,"7,94M","1,51%",,,,
17.12.2019,112616,111897,112695,111897,"5,35M","0,64%",,,,
16.12.2019,111896,112565,113197,111896,"6,08M","-0,59%",,,,
13.12.2019,112565,112205,112829,111780,"7,71M","0,33%",,,,
12.12.2019,112200,110963,112445,110963,"5,68M","1,11%",,,,
11.12.2019,110964,110672,111227,110530,"5,15M","0,26%",,,,
10.12.2019,110672,110973,111184,110133,"4,76M","-0,28%",,,,
09.12.2019,110977,111125,111453,110870,"4,99M","-0,13%",,,,
06.12.2019,111126,110623,111430,110623,"4,97M","0,46%",,,,
05.12.2019,110622,110297,111073,110008,"4,40M","0,29%",,,,
04.12.2019,110301,108962,110301,108962,"4,89M","1,23%",,,,
03.12.2019,108956,108931,109198,108190,"5,22M","0,03%",,,,
02.12.2019,108928,108233,109279,108233,"4,71M","0,64%",,,,
29.11.2019,108233,108290,108708,107759,"4,19M","-0,05%",,,,
28.11.2019,108290,107708,108333,107148,"3,67M","0,54%",,,,
27.11.2019,107708,107059,107991,106312,"4,42M","0,61%",,,,
26.11.2019,107059,108424,108424,106414,"6,90M","-1,26%",,,,
25.11.2019,108424,108692,108915,108080,"4,51M","-0,25%",,,,
22.11.2019,108692,107497,108692,107157,"4,80M","1,11%",,,,
21.11.2019,107497,105866,107497,105864,"5,82M","1,54%",,,,
19.11.2019,105864,106269,106950,105367,"3,61M","-0,38%",,,,
18.11.2019,106269,106566,107519,106246,"4,92M","-0,27%",,,,
14.11.2019,106557,106052,106758,105820,"5,36M","0,47%",,,,
13.11.2019,106060,106751,106786,105261,"5,34M","-0,65%",,,,
12.11.2019,106751,108368,108368,106232,"5,22M","-1,49%",,,,
11.11.2019,108367,107622,108367,106814,"3,93M","0,69%",,,,
08.11.2019,107629,109572,109572,107127,"5,42M","-1,78%",,,,
07.11.2019,109581,108360,109672,108360,"6,08M","1,13%",,,,
06.11.2019,108360,108719,109633,107446,"5,51M","-0,33%",,,,
05.11.2019,108719,108779,109343,108253,"5,66M","-0,06%",,,,
04.11.2019,108779,108196,109352,108196,"5,18M","0,54%",,,,
01.11.2019,108196,107221,108496,107220,"5,47M","0,91%",,,,
31.10.2019,107220,108403,108403,106356,"5,38M","-1,10%",,,,
30.10.2019,108408,107557,108408,106622,"5,45M","0,79%",,,,
29.10.2019,107556,108189,108195,107313,"4,31M","-0,58%",,,,
28.10.2019,108187,107366,108393,107362,"3,97M","0,77%",,,,
25.10.2019,107364,106990,108083,106990,"5,40M","0,35%",,,,
24.10.2019,106986,107553,107744,106593,"5,62M","-0,52%",,,,
23.10.2019,107544,107381,107959,107041,"4,66M","0,15%",,,,
22.10.2019,107381,106023,107421,105927,"5,22M","1,28%",,,,
21.10.2019,106022,104729,106027,104696,"3,50M","1,23%",,,,
18.10.2019,104729,105012,105464,104525,"4,48M","-0,27%",,,,
17.10.2019,105016,105389,105891,104827,"4,19M","-0,39%",,,,
16.10.2019,105423,104486,105462,103521,"4,51M","0,89%",,,,
15.10.2019,104490,104299,105048,104052,"4,09M","0,18%",,,,
14.10.2019,104302,103834,104305,103438,"2,99M","0,45%",,,,
11.10.2019,103832,101819,104381,101819,"4,35M","1,98%",,,,
10.10.2019,101817,101244,102483,101152,"4,37M","0,56%",,,,
09.10.2019,101249,100005,101567,100005,"3,94M","1,27%",,,,
08.10.2019,99981,100565,101296,99868,"4,34M","-0,59%",,,,
07.10.2019,100573,102546,102546,100542,"3,94M","-1,93%",,,,
04.10.2019,102551,101516,102580,101057,"4,65M","1,02%",,,,
03.10.2019,101516,101031,101560,99826,"4,67M","0,48%",,,,
02.10.2019,101031,104049,104049,100944,"5,07M","-2,90%",,,,
01.10.2019,104053,104745,105121,103837,"4,10M","-0,66%",,,,
30.09.2019,104745,105077,105178,104638,"3,90M","-0,32%",,,,
27.09.2019,105078,105319,105633,104506,"3,47M","-0,23%",,,,
26.09.2019,105319,104485,105342,104337,"4,14M","0,80%",,,,
25.09.2019,104481,103857,104481,103034,"4,12M","0,58%",,,,
24.09.2019,103876,104638,104893,103504,"3,97M","-0,73%",,,,
23.09.2019,104638,104817,104817,104020,"6,77M","-0,17%",,,,
20.09.2019,104817,104339,105045,103914,"6,77M","0,46%",,,,
19.09.2019,104339,104555,106001,104286,"4,92M","-0,18%",,,,
18.09.2019,104532,104616,104762,103684,"3,88M","-0,08%",,,,
17.09.2019,104617,103680,104619,103079,"4,57M","0,90%",,,,
16.09.2019,103680,103496,104005,102782,"6,04M","0,17%",,,,
13.09.2019,103501,104371,104699,103275,"4,04M","-0,83%",,,,
12.09.2019,104371,103453,104618,103453,"4,96M","0,89%",,,,
11.09.2019,103446,103036,104156,103036,"4,88M","0,40%",,,,
10.09.2019,103032,103180,103503,102231,"5,48M","-0,14%",,,,
09.09.2019,103181,102937,104260,102793,"5,52M","0,24%",,,,
06.09.2019,102935,102247,103182,102246,"3,98M","0,68%",,,,
05.09.2019,102243,101204,103258,101204,"4,81M","1,03%",,,,
04.09.2019,101201,99706,101201,99706,"4,31M","1,52%",,,,
03.09.2019,99681,100626,101417,99406,"4,33M","-0,94%",,,,
02.09.2019,100626,101133,101611,100626,"2,69M","-0,50%",,,,
30.08.2019,101135,100526,101551,100526,"6,11M","0,61%",,,,
29.08.2019,100524,98194,100684,98194,"5,16M","2,37%",,,,
28.08.2019,98194,97273,98346,96557,"4,35M","0,94%",,,,
27.08.2019,97276,96434,97951,95855,"6,58M","0,88%",,,,
26.08.2019,96430,97687,98436,95961,"4,14M","-1,27%",,,,
23.08.2019,97667,100007,100025,97085,"5,67M","-2,34%",,,,
22.08.2019,100011,101209,101469,100011,"4,50M","-1,18%",,,,
21.08.2019,101202,99227,101240,99221,"5,97M","2,00%",,,,
20.08.2019,99222,99472,99665,98002,"5,24M","-0,25%",,,,
19.08.2019,99469,99810,100948,98908,"4,92M","-0,34%",,,,
16.08.2019,99806,99059,100567,99059,"5,48M","0,76%",,,,
15.08.2019,99057,100262,101014,98200,"6,59M","-1,20%",,,,
14.08.2019,100258,103270,103270,99955,"6,49M","-2,94%",,,,
13.08.2019,103299,101912,103778,101414,"5,20M","1,36%",,,,
12.08.2019,101915,103946,103946,101621,"4,51M","-2,00%",,,,
09.08.2019,103996,104102,104848,103547,"4,69M","-0,11%",,,,
08.08.2019,104115,102782,104282,102782,"5,71M","1,30%",,,,
07.08.2019,102782,102163,102784,100476,"5,74M","0,61%",,,,
06.08.2019,102164,100098,102178,100098,"5,23M","2,06%",,,,
05.08.2019,100098,102658,102658,99630,"5,16M","-2,51%",,,,
02.08.2019,102674,102122,103180,101667,"5,08M","0,54%",,,,
01.08.2019,102126,101819,104056,101819,"7,35M","0,31%",,,,
31.07.2019,101812,102946,103129,100950,"5,23M","-1,09%",,,,
30.07.2019,102933,103483,103555,102596,"4,19M","-0,53%",,,,
29.07.2019,103483,102817,103483,102461,"3,67M","0,65%",,,,
26.07.2019,102819,102654,103209,102196,"5,30M","0,16%",,,,
25.07.2019,102655,104119,104440,102390,"5,98M","-1,41%",,,,
24.07.2019,104120,103707,104570,103707,"5,02M","0,40%",,,,
23.07.2019,103704,103949,104430,103518,"4,18M","-0,24%",,,,
22.07.2019,103949,103452,104278,103452,"3,57M","0,48%",,,,
19.07.2019,103452,104716,104723,103388,"3,59M","-1,21%",,,,
18.07.2019,104717,103859,104773,103859,"4,55M","0,83%",,,,
17.07.2019,103856,103775,104453,103712,"3,94M","0,08%",,,,
16.07.2019,103775,103805,104440,103361,"4,61M","-0,03%",,,,
15.07.2019,103803,103909,104578,103495,"4,12M","-0,10%",,,,
12.07.2019,103906,105158,105731,103903,"4,89M","-1,18%",,,,
11.07.2019,105146,105818,105886,104814,"5,00M","-0,63%",,,,
10.07.2019,105817,104537,106650,104537,"7,03M","1,23%",,,,
08.07.2019,104530,104090,104679,103988,"3,61M","0,42%",,,,
05.07.2019,104089,103628,104176,102622,"4,34M","0,44%",,,,
04.07.2019,103636,102047,104022,102047,"4,10M","1,56%",,,,
03.07.2019,102043,100576,102177,100451,"4,95M","1,43%",,,,
02.07.2019,100605,101342,101565,100073,"5,10M","-0,72%",,,,
01.07.2019,101340,100973,102432,100973,"424,32K","0,37%",,,,
28.06.2019,100967,100726,101563,100726,"4,21M","0,24%",,,,
27.06.2019,100724,100689,101025,99421,"4,28M","0,04%",,,,
26.06.2019,100689,100095,101126,100095,"5,17M","0,60%",,,,
25.06.2019,100093,102061,102061,99890,"4,61M","-1,93%",,,,
24.06.2019,102062,102018,102617,101589,"3,67M","0,05%",,,,
21.06.2019,102013,100305,102100,100305,"5,66M","1,70%",,,,
19.06.2019,100303,99403,100327,98978,"4,55M","0,90%",,,,
18.06.2019,99404,97633,99412,97633,"4,66M","1,82%",,,,
17.06.2019,97623,98038,98439,97623,"4,05M","-0,43%",,,,
14.06.2019,98040,98776,98981,97601,"9,47M","-0,74%",,,,
13.06.2019,98774,98321,99364,98321,"5,77M","0,46%",,,,
12.06.2019,98321,98960,99240,97831,"5,10M","-0,65%",,,,
11.06.2019,98960,97467,98985,97467,"5,08M","1,53%",,,,
10.06.2019,97467,97828,97856,96782,"3,69M","-0,36%",,,,
07.06.2019,97821,97205,98326,97205,"3,83M","0,63%",,,,
06.06.2019,97205,96002,97462,96002,"4,18M","1,26%",,,,
05.06.2019,95999,97381,97686,95686,"3,89M","-1,42%",,,,
04.06.2019,97380,97020,97723,96593,"4,43M","0,37%",,,,
03.06.2019,97020,97036,97757,96430,"4,69M","-0,01%",,,,
31.05.2019,97030,97420,97992,96792,"5,25M","-0,44%",,,,
30.05.2019,97457,96566,97939,96511,"4,53M","0,92%",,,,
29.05.2019,96567,96389,96986,95690,"4,70M","0,18%",,,,
28.05.2019,96393,94863,96552,94707,"6,58M","1,61%",,,,
27.05.2019,94864,93626,95444,93626,"2,62M","1,32%",,,,
24.05.2019,93628,93912,94900,93545,"3,59M","-0,30%",,,,
23.05.2019,93910,94360,94547,93300,"3,90M","-0,48%",,,,
22.05.2019,94361,94485,95212,93883,"4,36M","-0,13%",,,,
21.05.2019,94485,91946,94573,91946,"5,56M","2,76%",,,,
20.05.2019,91946,90006,92117,89822,"4,76M","2,17%",,,,
17.05.2019,89993,90023,91321,89409,"5,51M","-0,04%",,,,
16.05.2019,90024,91622,91622,89778,"5,74M","-1,75%",,,,
15.05.2019,91623,92088,92088,90295,"4,94M","-0,51%",,,,
14.05.2019,92092,91736,92529,91562,"4,17M","0,40%",,,,
13.05.2019,91727,94252,94252,91600,"4,81M","-2,69%",,,,
10.05.2019,94258,94809,94848,93234,"4,22M","-0,58%",,,,
09.05.2019,94808,95597,95597,93883,"4,28M","-0,83%",,,,
08.05.2019,95597,94389,96312,94389,"5,07M","1,28%",,,,
07.05.2019,94389,95009,95009,92750,"5,06M","-0,65%",,,,
06.05.2019,95009,95992,95992,94540,"3,32M","-1,04%",,,,
03.05.2019,96008,95521,96315,95521,"4,14M","0,50%",,,,
02.05.2019,95528,96339,96339,95312,"3,98M","-0,86%",,,,
30.04.2019,96353,96191,96707,95613,"4,36M","0,17%",,,,
29.04.2019,96188,96254,97123,96004,"3,33M","-0,05%",,,,
26.04.2019,96236,96552,96563,95620,"3,88M","-0,33%",,,,
25.04.2019,96552,95027,96552,94213,"5,03M","1,59%",,,,
24.04.2019,95045,95923,95923,94163,"4,80M","-0,92%",,,,
23.04.2019,95923,94590,96315,94590,"4,44M","1,41%",,,,
22.04.2019,94588,94578,95038,93721,"3,27M","0,01%",,,,
18.04.2019,94578,93285,95140,93285,"5,09M","1,39%",,,,
17.04.2019,93285,94337,95042,92338,"6,66M","-1,11%",,,,
16.04.2019,94333,93082,95062,92879,"4,72M","1,34%",,,,
15.04.2019,93083,92875,93723,92697,"4,77M","0,22%",,,,
12.04.2019,92875,94747,94768,92516,"6,93M","-1,98%",,,,
11.04.2019,94755,95954,95954,94173,"3,64M","-1,25%",,,,
10.04.2019,95953,96292,96902,95670,"4,72M","-0,35%",,,,
09.04.2019,96292,97366,97366,95488,"3,85M","-1,11%",,,,
08.04.2019,97369,97110,97610,96743,"3,54M","0,27%",,,,
05.04.2019,97108,96319,97493,96152,"3,80M","0,83%",,,,
04.04.2019,96313,94503,96394,94334,"4,21M","1,93%",,,,
03.04.2019,94491,95392,96442,94124,"4,44M","-0,94%",,,,
02.04.2019,95387,96062,96690,94825,"3,83M","-0,70%",,,,
01.04.2019,96054,95423,96752,95423,"3,87M","0,67%",,,,
29.03.2019,95415,94402,95863,94402,"4,82M","1,09%",,,,
28.03.2019,94389,91901,94854,91584,"5,35M","2,70%",,,,
27.03.2019,91903,95297,95297,91903,"5,90M","-3,57%",,,,
26.03.2019,95307,93668,95525,93668,"4,80M","1,76%",,,,
25.03.2019,93662,93735,94384,93103,"4,65M","-0,08%",,,,
22.03.2019,93735,96725,96725,93380,"6,19M","-3,10%",,,,
21.03.2019,96729,98041,98046,95456,"5,49M","-1,34%",,,,
20.03.2019,98041,99588,99708,97981,"4,78M","-1,55%",,,,
19.03.2019,99588,99991,100439,99373,"5,39M","-0,41%",,,,
18.03.2019,99994,99141,100038,99141,"4,33M","0,86%",,,,
15.03.2019,99137,98605,99393,98597,"5,30M","0,54%",,,,
14.03.2019,98605,98905,99036,97776,"3,70M","-0,30%",,,,
13.03.2019,98904,97831,99267,97464,"4,96M","1,10%",,,,
12.03.2019,97828,98038,98150,97267,"3,95M","-0,20%",,,,
11.03.2019,98027,95384,98027,95384,"4,38M","2,79%",,,,
08.03.2019,95365,94340,95476,93305,"4,18M","1,09%",,,,
07.03.2019,94340,94216,94532,93729,"4,23M","0,13%",,,,
06.03.2019,94217,94604,94889,93945,"2,80M","-0,41%",,,,
01.03.2019,94604,95584,96113,94394,"4,18M","-1,03%",,,,
28.02.2019,95584,97307,97528,95364,"5,53M","-1,77%",,,,
27.02.2019,97307,97603,97782,96886,"3,99M","-0,30%",,,,
26.02.2019,97603,97242,97904,97235,"3,66M","0,37%",,,,
25.02.2019,97240,97881,98190,97087,"4,49M","-0,66%",,,,
22.02.2019,97886,96929,97887,96929,"4,56M","0,98%",,,,
21.02.2019,96932,96546,97231,95793,"5,99M","0,40%",,,,
20.02.2019,96545,97661,98544,96545,"6,09M","-1,14%",,,,
19.02.2019,97659,96513,98185,96513,"4,98M","1,19%",,,,
18.02.2019,96510,97527,97527,96239,"2,92M","-1,04%",,,,
15.02.2019,97526,98015,98238,97083,"4,73M","-0,50%",,,,
14.02.2019,98015,95843,98019,94915,"5,38M","2,27%",,,,
13.02.2019,95842,96169,96804,95389,"5,99M","-0,34%",,,,
12.02.2019,96168,94420,96571,94420,"5,07M","1,86%",,,,
11.02.2019,94413,95351,95499,93737,"3,88M","-0,98%",,,,
08.02.2019,95343,94401,95486,93424,"5,47M","0,99%",,,,
07.02.2019,94406,94654,95642,93507,"5,79M","-0,24%",,,,
06.02.2019,94636,98308,98308,94636,"5,63M","-3,74%",,,,
05.02.2019,98311,98587,98587,97596,"4,92M","-0,28%",,,,
04.02.2019,98589,97861,98589,96901,"4,41M","0,74%",,,,
01.02.2019,97861,97395,98044,96990,"4,43M","0,48%",,,,
31.01.2019,97394,96996,98405,96996,"6,16M","0,41%",,,,
30.01.2019,96996,95643,97107,95643,"6,36M","1,42%",,,,
29.01.2019,95639,95508,96751,95508,"5,42M","0,20%",,,,
28.01.2019,95444,97674,97937,94783,"7,41M","-2,29%",,,,
24.01.2019,97677,96558,97677,96558,"5,17M","1,16%",,,,
23.01.2019,96558,95116,96576,95116,"5,20M","1,53%",,,,
22.01.2019,95103,96008,96070,94662,"4,39M","-0,94%",,,,
21.01.2019,96010,96093,96093,94863,"2,80M","-0,09%",,,,
18.01.2019,96097,95386,96396,95386,"5,04M","0,78%",,,,
17.01.2019,95351,94393,95682,93950,"5,10M","1,01%",,,,
16.01.2019,94393,94057,94393,93687,"4,39M","0,36%",,,,
15.01.2019,94056,94474,94695,93402,"5,01M","-0,44%",,,,
14.01.2019,94474,93645,94474,93335,"4,63M","0,87%",,,,
11.01.2019,93658,93806,93961,93359,"5,50M","-0,16%",,,,
10.01.2019,93806,93599,93987,93050,"4,99M","0,21%",,,,
09.01.2019,93613,92033,93626,92028,"5,17M","1,72%",,,,
08.01.2019,92032,91699,92231,91064,"4,64M","0,36%",,,,
07.01.2019,91699,91845,92552,91288,"4,71M","-0,15%",,,,
04.01.2019,91841,91577,92701,90824,"5,49M","0,30%",,,,
03.01.2019,91564,91011,91596,89922,"6,25M","0,61%",,,,
02.01.2019,91012,87887,91479,87536,"5,79M","3,56%",,,,
28.12.2018,87887,85469,88044,85469,"3,76M","2,84%",,,,
27.12.2018,85460,85141,85739,84876,"3,94M","0,38%",,,,
26.12.2018,85136,85684,85684,83892,"3,46M","-0,65%",,,,
21.12.2018,85697,85269,86554,85134,"6,26M","0,50%",,,,
20.12.2018,85269,85678,86584,84756,"6,29M","-0,47%",,,,
19.12.2018,85674,86617,88101,85674,"5,84M","-1,08%",,,,
18.12.2018,86610,86400,87274,86400,"4,22M","0,24%",,,,
17.12.2018,86400,87448,87820,86328,"3,97M","-1,20%",,,,
14.12.2018,87450,87838,88184,87106,"3,66M","-0,44%",,,,
13.12.2018,87838,86979,87842,86856,"3,77M","0,99%",,,,
12.12.2018,86977,86420,87946,86420,"5,16M","0,65%",,,,
11.12.2018,86420,85918,87520,85583,"4,53M","0,59%",,,,
10.12.2018,85915,88115,88384,85915,"4,21M","-2,50%",,,,
07.12.2018,88115,88849,89986,87907,"4,62M","-0,82%",,,,
06.12.2018,88846,88933,88933,87025,"4,51M","-0,22%",,,,
05.12.2018,89040,88644,89111,88449,"2,88M","0,47%",,,,
04.12.2018,88624,89820,90452,88041,"5,03M","-1,33%",,,,
03.12.2018,89820,89511,91242,89429,"6,12M","0,35%",,,,
30.11.2018,89504,89709,90246,89258,"6,95M","-0,23%",,,,
29.11.2018,89710,89249,89910,88475,"4,39M","0,51%",,,,
28.11.2018,89251,87891,89483,87153,"5,46M","1,55%",,,,
27.11.2018,87891,85547,88018,85377,"5,12M","2,74%",,,,
26.11.2018,85547,86237,87147,84905,"4,70M","-0,79%",,,,
23.11.2018,86230,87479,87479,85763,"4,28M","-1,43%",,,,
22.11.2018,87477,87269,87656,87222,"2,31M","0,24%",,,,
21.11.2018,87269,87896,87896,86254,"4,27M","-0,72%",,,,
19.11.2018,87901,88472,88484,87047,"3,75M","-0,69%",,,,
16.11.2018,88515,85975,88516,85975,"5,34M","2,96%",,,,
14.11.2018,85973,84898,85973,84267,"5,76M","1,25%",,,,
13.11.2018,84914,85531,85941,84071,"4,55M","-0,71%",,,,
12.11.2018,85525,85644,86227,85009,"3,64M","-0,14%",,,,
09.11.2018,85641,85620,86233,84030,"4,96M","0,02%",,,,
08.11.2018,85620,87719,88570,85620,"5,46M","-2,39%",,,,
07.11.2018,87714,88676,89565,87541,"4,51M","-1,08%",,,,
06.11.2018,88669,89587,89587,88066,"4,50M","-1,04%",,,,
05.11.2018,89598,88418,89598,88347,"4,76M","1,33%",,,,
01.11.2018,88419,87428,89017,87094,"6,06M","1,14%",,,,
31.10.2018,87424,86889,88028,86213,"6,07M","0,62%",,,,
30.10.2018,86886,83802,86990,83802,"6,76M","3,69%",,,,
29.10.2018,83797,85728,88377,82783,"7,97M","-2,24%",,,,
26.10.2018,85720,84084,85720,83497,"6,67M","1,95%",,,,
25.10.2018,84084,83124,84831,83124,"5,53M","1,23%",,,,
24.10.2018,83064,85302,85786,83035,"4,82M","-2,62%",,,,
23.10.2018,85300,85595,85595,84032,"4,52M","-0,35%",,,,
22.10.2018,85597,84222,85772,84222,"3,99M","1,63%",,,,
19.10.2018,84220,83845,84954,83667,"3,87M","0,44%",,,,
18.10.2018,83847,85760,85760,83846,"4,21M","-2,24%",,,,
17.10.2018,85764,85714,86167,84944,"5,01M","0,05%",,,,
16.10.2018,85718,83420,85718,83420,"4,96M","2,83%",,,,
15.10.2018,83360,82922,84278,82922,"4,93M","0,53%",,,,
11.10.2018,82921,83700,84749,82607,"5,35M","-0,91%",,,,
10.10.2018,83679,86084,86085,83679,"5,38M","-2,80%",,,,
09.10.2018,86088,86053,86573,85433,"6,66M","0,00%",,,,
08.10.2018,86084,82324,87333,82324,"10,31M","4,57%",,,,
05.10.2018,82322,82972,83805,82030,"5,56M","-0,76%",,,,
04.10.2018,82953,83275,83430,81892,"5,09M","-0,38%",,,,
03.10.2018,83273,81624,85442,81623,"7,85M","2,04%",,,,
02.10.2018,81612,78625,81778,78625,"6,13M","3,80%",,,,
01.10.2018,78624,79350,79557,78091,"3,23M","-0,91%",,,,
28.09.2018,79342,80000,80000,78967,"4,19M","-0,82%",,,,
27.09.2018,80000,78676,80107,78676,"4,61M","1,71%",,,,
26.09.2018,78656,78634,79461,78530,"3,85M","0,03%",,,,
25.09.2018,78630,77980,78688,77005,"3,81M","0,83%",,,,
24.09.2018,77984,79447,79447,77857,"2,91M","-1,84%",,,,
21.09.2018,79444,78116,80002,78116,"4,81M","1,70%",,,,
20.09.2018,78116,78169,78944,77820,"3,23M","-0,07%",,,,
19.09.2018,78169,78268,79021,77624,"3,90M","-0,19%",,,,
18.09.2018,78314,76781,78454,76677,"4,30M","1,99%",,,,
17.09.2018,76789,75428,76893,75227,"3,50M","1,80%",,,,
14.09.2018,75429,74687,75705,74445,"3,33M","0,99%",,,,
13.09.2018,74687,75126,75407,74501,"3,16M","-0,58%",,,,
12.09.2018,75125,74680,75680,74499,"3,82M","0,63%",,,,
11.09.2018,74657,76437,76437,74275,"3,51M","-2,33%",,,,
10.09.2018,76436,76416,77293,76115,"3,20M","0,03%",,,,
06.09.2018,76416,75098,76533,74986,"3,40M","1,76%",,,,
05.09.2018,75092,74712,75370,74276,"2,92M","0,51%",,,,
04.09.2018,74712,76192,76192,74605,"3,26M","-1,94%",,,,
03.09.2018,76193,76675,76675,75729,"1,73M","-0,63%",,,,
31.08.2018,76678,76386,77202,76026,"4,27M","0,36%",,,,
30.08.2018,76404,78389,78389,76372,"1,73M","-2,53%",,,,
29.08.2018,78389,77472,78783,77399,"3,22M","1,18%",,,,
28.08.2018,77473,77928,78038,77149,"3,06M","-0,59%",,,,
27.08.2018,77930,76264,78008,76264,"2,84M","2,19%",,,,
24.08.2018,76262,75647,76629,75647,"3,26M","0,83%",,,,
23.08.2018,75634,76898,77232,75466,"3,99M","-1,65%",,,,
22.08.2018,76902,75171,76904,74876,"3,72M","2,29%",,,,
21.08.2018,75180,76327,76340,74915,"4,20M","-1,50%",,,,
20.08.2018,76328,76029,76497,75608,"3,69M","0,39%",,,,
17.08.2018,76029,76817,76817,75633,"3,86M","-1,03%",,,,
16.08.2018,76819,77085,77704,76381,"3,39M","-0,34%",,,,
15.08.2018,77078,78614,78618,76829,"4,52M","-1,94%",,,,
14.08.2018,78602,77499,78742,77499,"3,83M","1,43%",,,,
13.08.2018,77496,76513,77689,75931,"4,08M","1,28%",,,,
10.08.2018,76514,78766,78766,76043,"4,83M","-2,86%",,,,
09.08.2018,78768,79171,79461,78156,"3,83M","-0,48%",,,,
08.08.2018,79152,80347,80912,78966,"3,95M","-1,49%",,,,
07.08.2018,80347,81093,81742,79923,"3,98M","-0,87%",,,,
06.08.2018,81051,81445,81765,80965,"2,59M","-0,47%",,,,
03.08.2018,81435,79656,81792,79656,"3,92M","2,26%",,,,
02.08.2018,79637,79237,79896,78573,"3,10M","0,42%",,,,
01.08.2018,79302,79213,79731,78769,"3,33M","0,10%",,,,
31.07.2018,79220,80279,80279,79016,"3,46M","-1,31%",,,,
30.07.2018,80276,79866,80492,79699,"2,71M","0,51%",,,,
27.07.2018,79866,79405,80251,79405,"3,11M","0,58%",,,,
26.07.2018,79405,80242,80589,79081,"3,71M","-1,01%",,,,
25.07.2018,80218,79154,80437,79154,"3,58M","1,34%",,,,
24.07.2018,79155,78005,79497,78005,"3,38M","1,49%",,,,
23.07.2018,77996,78571,78639,77871,"2,52M","-0,73%",,,,
20.07.2018,78571,77500,79489,77500,"4,89M","1,40%",,,,
19.07.2018,77487,77360,77487,75890,"3,90M","0,16%",,,,
18.07.2018,77363,78124,78496,77164,"3,50M","-0,98%",,,,
17.07.2018,78130,76653,78522,76482,"4,00M","1,93%",,,,
16.07.2018,76653,76587,76924,76129,"3,23M","0,08%",,,,
13.07.2018,76594,75856,76682,75554,"3,42M","0,97%",,,,
12.07.2018,75856,74403,75898,74403,"3,62M","1,96%",,,,
11.07.2018,74399,74862,75025,74196,"3,88M","-0,62%",,,,
10.07.2018,74862,75015,75895,74431,"4,02M","-0,20%",,,,
06.07.2018,75010,74558,75065,74048,"2,73M","0,61%",,,,
05.07.2018,74553,74751,75127,73756,"3,67M","-0,25%",,,,
04.07.2018,74743,73667,74904,73450,"2,21M","1,46%",,,,
03.07.2018,73668,72848,74515,72848,"3,35M","1,14%",,,,
02.07.2018,72840,72763,72840,71935,"2,84M","0,11%",,,,
29.06.2018,72763,71779,73020,71779,"4,00M","1,39%",,,,
28.06.2018,71767,70609,72092,70439,"3,62M","1,64%",,,,
27.06.2018,70609,71405,72032,70134,"3,70M","-1,11%",,,,
26.06.2018,71405,70968,71622,70203,"3,61M","0,64%",,,,
25.06.2018,70953,70642,71323,69779,"3,45M","0,44%",,,,
22.06.2018,70641,70077,71058,69907,"3,15M","0,81%",,,,
21.06.2018,70075,72117,72207,70019,"3,60M","-2,84%",,,,
20.06.2018,72123,71397,72617,71155,"4,55M","1,02%",,,,
19.06.2018,71394,69811,72010,69069,"5,35M","2,26%",,,,
18.06.2018,69815,70757,70757,69360,"3,58M","-1,33%",,,,
15.06.2018,70758,71421,71421,69583,"6,66M","-0,93%",,,,
