Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,,,,
14.06.2018,71421,72151,72708,71344,"4,41M","-0,97%",,,,
13.06.2018,72122,72757,72977,71035,"4,50M","-0,87%",,,,
12.06.2018,72754,72308,73322,72124,"4,01M","0,62%",,,,
11.06.2018,72308,72943,73716,71843,"3,67M","-0,87%",,,,
08.06.2018,72942,73848,74031,71679,"6,14M","-1,23%",,,,
07.06.2018,73851,76117,76117,71162,"8,17M","-2,98%",,,,
06.06.2018,76117,76641,76967,75518,"5,02M","-0,68%",,,,
05.06.2018,76642,78595,78892,76412,"4,64M","-2,49%",,,,
04.06.2018,78596,77244,78637,77244,"4,15M","1,76%",,,,
01.06.2018,77240,76779,78169,75524,"6,23M","0,63%",,,,
30.05.2018,76754,76058,77097,75515,"7,67M","0,90%",,,,
29.05.2018,76072,75361,77214,75361,"6,16M","0,95%",,,,
28.05.2018,75356,78886,78886,75337,"4,31M","-4,49%",,,,
25.05.2018,78898,80123,80629,78622,"4,81M","-1,53%",,,,
24.05.2018,80122,80860,80860,79027,"6,37M","-0,92%",,,,
23.05.2018,80867,82742,82742,80867,"4,00M","-2,26%",,,,
22.05.2018,82739,81817,83396,81613,"4,93M","1,13%",,,,
21.05.2018,81815,83095,83883,81576,"4,37M","-1,52%",,,,
18.05.2018,83082,83614,83614,81391,"5,91M","-0,65%",,,,
17.05.2018,83622,86537,86537,83377,"5,68M","-3,37%",,,,
16.05.2018,86537,85122,86678,85044,"3,82M","1,65%",,,,
15.05.2018,85130,85225,85231,83830,"4,54M","-0,12%",,,,
14.05.2018,85232,85222,86105,84688,"4,21M","0,01%",,,,
11.05.2018,85220,85861,86406,85183,"4,52M","-0,75%",,,,
10.05.2018,85861,84284,86201,84284,"4,75M","1,89%",,,,
09.05.2018,84265,82977,84447,82855,"4,84M","1,58%",,,,
08.05.2018,82956,82715,83409,82201,"4,07M","0,29%",,,,
07.05.2018,82714,83122,83643,82602,"2,93M","-0,49%",,,,
04.05.2018,83118,83286,83671,82746,"3,58M","-0,20%",,,,
03.05.2018,83288,84547,84562,83178,"4,10M","-1,49%",,,,
02.05.2018,84547,86111,86111,84383,"3,84M","-1,82%",,,,
30.04.2018,86116,86443,86739,85979,"2,25M","-0,38%",,,,
27.04.2018,86445,86383,87179,86262,"3,14M","0,07%",,,,
26.04.2018,86383,85051,86383,85051,"3,23M","1,57%",,,,
25.04.2018,85044,85466,85466,84349,"3,32M","-0,50%",,,,
24.04.2018,85469,85603,86578,85106,"2,93M","-0,16%",,,,
23.04.2018,85603,85520,85746,84711,"2,50M","0,06%",,,,
20.04.2018,85550,85823,85823,85025,"3,08M","-0,32%",,,,
19.04.2018,85824,85775,86059,85197,"3,63M","0,06%",,,,
18.04.2018,85776,84090,86149,84090,"4,33M","2,01%",,,,
17.04.2018,84086,82862,84191,82810,"2,71M","1,48%",,,,
16.04.2018,82862,84328,84591,82762,"3,00M","-1,75%",,,,
13.04.2018,84334,85441,85441,84144,"3,61M","-1,30%",,,,
12.04.2018,85444,85246,85577,85025,"2,92M","0,23%",,,,
11.04.2018,85246,84494,85417,84340,"3,47M","0,87%",,,,
10.04.2018,84510,83312,84538,83312,"3,63M","1,44%",,,,
09.04.2018,83307,84832,85110,83155,"3,27M","-1,78%",,,,
06.04.2018,84820,85210,85210,83833,"3,16M","-0,46%",,,,
05.04.2018,85210,84374,86148,84374,"4,39M","1,01%",,,,
04.04.2018,84360,84610,84610,82826,"3,04M","-0,31%",,,,
03.04.2018,84623,84669,85411,84210,"2,66M","-0,05%",,,,
02.04.2018,84666,85365,85675,84166,"2,68M","-0,82%",,,,
29.03.2018,85366,83874,85708,83874,"3,25M","1,78%",,,,
28.03.2018,83874,83806,83889,82889,"3,00M","0,08%",,,,
27.03.2018,83808,85103,85296,83542,"3,04M","-1,50%",,,,
26.03.2018,85088,84377,85553,84357,"2,43M","0,84%",,,,
23.03.2018,84377,84766,85450,84042,"3,28M","-0,46%",,,,
22.03.2018,84768,84984,85499,84197,"3,34M","-0,25%",,,,
21.03.2018,84977,84166,85145,84080,"3,36M","0,97%",,,,
20.03.2018,84164,83919,84412,83682,"2,76M","0,30%",,,,
19.03.2018,83913,84886,84886,83678,"3,43M","-1,15%",,,,
16.03.2018,84886,84928,85495,84525,"5,61M","-0,05%",,,,
15.03.2018,84928,86051,86051,84720,"3,96M","-1,30%",,,,
14.03.2018,86051,86383,86970,85691,"2,64M","-0,39%",,,,
13.03.2018,86384,86902,87333,86119,"2,82M","-0,59%",,,,
12.03.2018,86900,86386,87046,86386,"2,68M","0,61%",,,,
09.03.2018,86371,84987,86389,84749,"3,59M","1,63%",,,,
08.03.2018,84985,85510,85830,84491,"3,81M","-0,58%",,,,
07.03.2018,85484,85653,85653,84397,"3,56M","-0,20%",,,,
06.03.2018,85653,86023,86931,85653,"3,72M","-0,43%",,,,
05.03.2018,86023,85761,86165,85053,"3,53M","0,30%",,,,
02.03.2018,85761,85378,85761,83897,"4,00M","0,45%",,,,
01.03.2018,85378,85337,86260,84640,"4,48M","0,03%",,,,
28.02.2018,85354,86939,87109,85199,"6,13M","-1,82%",,,,
27.02.2018,86935,87649,87839,86613,"3,64M","-0,82%",,,,
26.02.2018,87653,87296,88318,87242,"4,17M","0,41%",,,,
23.02.2018,87293,86690,87345,86138,"4,31M","0,70%",,,,
22.02.2018,86686,86050,87159,86050,"3,65M","0,74%",,,,
21.02.2018,86052,85804,87358,85804,"4,96M","0,29%",,,,
20.02.2018,85804,84792,86290,84261,"4,20M","1,19%",,,,
19.02.2018,84793,84525,84956,84525,"2,15M","0,32%",,,,
16.02.2018,84525,84291,84575,83824,"3,58M","0,28%",,,,
15.02.2018,84291,83551,84686,83551,"3,60M","0,90%",,,,
14.02.2018,83543,80901,83782,80901,"4,03M","3,27%",,,,
09.02.2018,80899,81532,81897,79690,"4,42M","-0,78%",,,,
08.02.2018,81533,82773,83501,81109,"4,14M","-1,49%",,,,
07.02.2018,82767,83894,84410,82548,"4,01M","-1,34%",,,,
06.02.2018,83894,81857,84162,80804,"5,77M","2,48%",,,,
05.02.2018,81861,84040,84311,81861,"3,35M","-2,59%",,,,
02.02.2018,84041,85495,85495,83831,"3,48M","-1,70%",,,,
01.02.2018,85495,84913,86028,84833,"4,21M","0,69%",,,,
31.01.2018,84913,84485,86213,84484,"4,36M","0,51%",,,,
30.01.2018,84482,84697,84697,83804,"3,68M","-0,25%",,,,
29.01.2018,84698,85531,85531,84341,"4,01M","-0,97%",,,,
26.01.2018,85531,83680,85531,83680,"5,58M","2,21%",,,,
24.01.2018,83680,80679,83680,80679,"5,67M","3,72%",,,,
23.01.2018,80678,81676,81676,80524,"3,83M","-1,22%",,,,
22.01.2018,81675,81220,81675,80923,"2,78M","0,56%",,,,
19.01.2018,81220,80965,81429,80854,"3,22M","0,32%",,,,
18.01.2018,80963,81185,81367,80498,"3,54M","-0,28%",,,,
17.01.2018,81189,79832,81189,79828,"3,44M","1,70%",,,,
16.01.2018,79832,79751,80246,79668,"3,07M","0,10%",,,,
15.01.2018,79752,79349,79847,79349,"2,00M","0,51%",,,,
12.01.2018,79349,79365,79440,78861,"3,69M","-0,02%",,,,
11.01.2018,79365,78201,79365,78201,"3,51M","1,49%",,,,
10.01.2018,78201,78864,78864,78164,"2,85M","-0,84%",,,,
09.01.2018,78864,79379,79415,78699,"3,57M","-0,65%",,,,
08.01.2018,79379,79070,79395,78631,"2,63M","0,39%",,,,
05.01.2018,79071,78644,79071,78218,"2,83M","0,54%",,,,
04.01.2018,78647,77998,79135,77998,"3,59M","0,84%",,,,
03.01.2018,77995,77889,78414,77602,"3,24M","0,13%",,,,
02.01.2018,77891,76403,77909,76403,"2,97M","1,95%",,,,
28.12.2017,76402,76077,76437,76077,"2,15M","0,43%",,,,
27.12.2017,76073,75708,76293,75708,"1,85M","0,48%",,,,
26.12.2017,75708,75187,75837,74924,"1,63M","0,69%",,,,
22.12.2017,75187,75128,75227,74623,"1,97M","0,07%",,,,
21.12.2017,75133,73367,75133,73265,"3,15M","2,41%",,,,
20.12.2017,73367,72680,73492,72680,"2,29M","0,94%",,,,
19.12.2017,72680,73122,73139,72347,"2,42M","-0,60%",,,,
18.12.2017,73115,72621,73519,72621,"3,30M","0,70%",,,,
15.12.2017,72608,72428,73069,72277,"4,80M","0,25%",,,,
14.12.2017,72429,72913,72913,71969,"3,60M","-0,67%",,,,
13.12.2017,72914,73827,74622,72569,"4,63M","-1,22%",,,,
12.12.2017,73814,72800,73814,71798,"3,05M","1,39%",,,,
11.12.2017,72800,72775,73361,72498,"2,53M","0,09%",,,,
08.12.2017,72732,72489,73425,72489,"3,18M","0,34%",,,,
07.12.2017,72487,73268,73268,71356,"3,36M","-1,07%",,,,
06.12.2017,73268,72535,73418,71906,"3,20M","1,00%",,,,
05.12.2017,72546,73090,74166,72319,"3,00M","-0,74%",,,,
04.12.2017,73090,72266,73749,72266,"3,13M","1,14%",,,,
01.12.2017,72264,71955,72472,71488,"3,10M","0,41%",,,,
30.11.2017,71971,72700,72700,71215,"5,51M","-1,00%",,,,
29.11.2017,72700,74146,74515,72700,"3,75M","-1,94%",,,,
28.11.2017,74140,74060,74989,74056,"3,12M","0,11%",,,,
27.11.2017,74059,74157,74157,73159,"2,90M","-0,13%",,,,
24.11.2017,74157,74503,74542,74093,"2,59M","-0,44%",,,,
23.11.2017,74487,74519,74578,73851,"1,60M","-0,04%",,,,
22.11.2017,74519,74611,75019,74242,"3,52M","-0,10%",,,,
21.11.2017,74595,73439,75073,73439,"3,65M","1,58%",,,,
17.11.2017,73437,72512,73632,72390,"2,83M","1,28%",,,,
16.11.2017,72512,70827,72896,70827,"3,44M","2,38%",,,,
14.11.2017,70827,72442,72838,70825,"4,49M","-2,27%",,,,
13.11.2017,72475,72167,72735,71776,"2,87M","0,43%",,,,
10.11.2017,72166,72932,73019,71920,"3,24M","-1,05%",,,,
09.11.2017,72931,74363,74363,72795,"3,41M","-1,93%",,,,
08.11.2017,74363,72468,74481,72468,"3,51M","2,69%",,,,
07.11.2017,72415,74306,74306,72386,"5,04M","-2,55%",,,,
06.11.2017,74311,73911,74445,73830,"3,40M","0,53%",,,,
03.11.2017,73915,73834,74254,73094,"4,52M","0,12%",,,,
01.11.2017,73824,74310,75199,73823,"3,78M","-0,65%",,,,
31.10.2017,74308,74798,75142,74145,"3,66M","-0,66%",,,,
30.10.2017,74800,75973,75973,74305,"3,93M","-1,55%",,,,
27.10.2017,75976,75898,76617,75601,"3,54M","0,10%",,,,
26.10.2017,75896,76671,77061,75813,"2,99M","-1,01%",,,,
25.10.2017,76671,76350,76883,75404,"3,05M","0,42%",,,,
24.10.2017,76350,75426,76420,75426,"3,14M","1,24%",,,,
23.10.2017,75413,76398,76498,75315,"2,71M","-1,28%",,,,
20.10.2017,76391,76291,76971,76291,"2,73M","0,14%",,,,
19.10.2017,76283,76591,76591,75366,"2,59M","-0,40%",,,,
18.10.2017,76591,76211,76730,76012,"3,25M","0,51%",,,,
17.10.2017,76201,76892,76892,76046,"2,86M","-0,90%",,,,
16.10.2017,76892,76985,77382,76565,"3,17M","-0,13%",,,,
13.10.2017,76990,76659,77319,76659,"3,30M","0,43%",,,,
11.10.2017,76660,76910,76985,76323,"3,90M","-0,31%",,,,
10.10.2017,76897,75745,76996,75745,"3,60M","1,55%",,,,
09.10.2017,75727,76055,76067,75181,"2,41M","-0,43%",,,,
06.10.2017,76055,76618,76618,75603,"3,09M","-0,73%",,,,
05.10.2017,76618,76592,78024,76592,"4,24M","0,03%",,,,
04.10.2017,76591,76763,77004,76422,"3,22M","-0,22%",,,,
03.10.2017,76763,74363,76763,74363,"3,93M","3,23%",,,,
02.10.2017,74360,74295,74506,73845,"2,59M","0,09%",,,,
29.09.2017,74294,73571,74518,73571,"3,22M","0,99%",,,,
28.09.2017,73567,73808,74011,73277,"3,18M","-0,31%",,,,
27.09.2017,73797,74358,74744,73125,"3,91M","-0,70%",,,,
26.09.2017,74319,74443,74971,74319,"3,68M","-0,17%",,,,
25.09.2017,74443,75381,75470,74303,"3,48M","-1,26%",,,,
22.09.2017,75390,75618,75734,75029,"2,89M","-0,28%",,,,
21.09.2017,75604,76014,76251,75282,"3,33M","-0,53%",,,,
20.09.2017,76004,75974,76420,75074,"4,01M","0,04%",,,,
19.09.2017,75974,75990,76071,75300,"3,12M","-0,02%",,,,
18.09.2017,75990,75758,76404,75621,"3,54M","0,31%",,,,
15.09.2017,75757,74656,75820,74648,"4,97M","1,47%",,,,
14.09.2017,74657,74787,74949,74397,"3,31M","-0,18%",,,,
13.09.2017,74788,74543,75146,74196,"3,33M","0,33%",,,,
12.09.2017,74539,74322,75332,74294,"3,70M","0,30%",,,,
11.09.2017,74319,73096,74636,73096,"3,38M","1,70%",,,,
08.09.2017,73079,73413,73646,72925,"3,21M","-0,45%",,,,
06.09.2017,73412,72157,73608,72157,"4,37M","1,75%",,,,
05.09.2017,72151,72134,73180,71827,"4,36M","0,03%",,,,
04.09.2017,72129,71921,72141,71671,"2,06M","0,29%",,,,
01.09.2017,71923,70848,72217,70846,"4,01M","1,54%",,,,
31.08.2017,70835,70887,71234,70516,"4,38M","-0,07%",,,,
30.08.2017,70886,71328,71454,70755,"2,75M","-0,62%",,,,
29.08.2017,71330,71005,71330,70517,"2,35M","0,44%",,,,
28.08.2017,71017,71074,71390,70909,"2,26M","-0,08%",,,,
25.08.2017,71074,71138,71506,70801,"2,49M","-0,08%",,,,
24.08.2017,71133,70482,71238,70482,"3,21M","0,93%",,,,
23.08.2017,70478,70011,70587,69947,"3,45M","0,67%",,,,
22.08.2017,70011,68645,70278,68645,"4,03M","2,01%",,,,
21.08.2017,68635,68713,69068,68514,"2,72M","-0,12%",,,,
18.08.2017,68715,67990,68808,67979,"3,57M","1,09%",,,,
17.08.2017,67977,68596,68596,67866,"2,74M","-0,90%",,,,
16.08.2017,68594,68356,68950,68304,"3,87M","0,35%",,,,
15.08.2017,68355,68296,68846,68293,"2,84M","0,10%",,,,
14.08.2017,68285,67364,68642,67226,"2,91M","1,37%",,,,
11.08.2017,67359,66992,67623,66678,"2,98M","0,55%",,,,
10.08.2017,66992,67671,67671,66650,"2,91M","-1,00%",,,,
09.08.2017,67671,67894,67894,67290,"2,56M","-0,34%",,,,
08.08.2017,67899,67936,68500,67671,"3,24M","-0,06%",,,,
07.08.2017,67940,66898,68043,66887,"3,09M","1,56%",,,,
04.08.2017,66898,66783,67104,66525,"2,44M","0,18%",,,,
03.08.2017,66777,67136,67256,66705,"2,81M","-0,53%",,,,
02.08.2017,67136,66504,67277,66305,"3,83M","0,93%",,,,
01.08.2017,66516,65925,66606,65925,"2,85M","0,90%",,,,
31.07.2017,65920,65503,66048,65503,"2,65M","0,65%",,,,
28.07.2017,65497,65253,65497,64953,"2,85M","0,34%",,,,
27.07.2017,65277,65013,65678,65013,"2,56M","0,41%",,,,
26.07.2017,65011,65668,65873,64992,"3,03M","-1,00%",,,,
25.07.2017,65668,65101,65749,65101,"2,82M","0,87%",,,,
24.07.2017,65100,64695,65104,64678,"1,97M","0,64%",,,,
21.07.2017,64684,64936,65150,64599,"2,21M","-0,39%",,,,
20.07.2017,64938,65178,65505,64898,"2,34M","-0,37%",,,,
19.07.2017,65180,65337,65604,64874,"2,70M","-0,24%",,,,
18.07.2017,65338,65208,65338,64943,"2,28M","0,19%",,,,
17.07.2017,65212,65431,65478,65119,"2,33M","-0,34%",,,,
14.07.2017,65436,65178,65624,65178,"2,80M","0,40%",,,,
13.07.2017,65178,64854,65302,64854,"3,22M","0,53%",,,,
12.07.2017,64836,63840,64938,63827,"4,24M","1,57%",,,,
11.07.2017,63832,63027,63891,62908,"2,65M","1,28%",,,,
10.07.2017,63025,62322,63135,62322,"2,29M","1,13%",,,,
07.07.2017,62322,62474,62926,62035,"2,98M","-0,24%",,,,
06.07.2017,62470,63156,63188,62354,"3,13M","-1,08%",,,,
05.07.2017,63154,63215,63485,62708,"3,27M","-0,12%",,,,
04.07.2017,63232,63268,63346,63076,"980,07K","-0,08%",,,,
03.07.2017,63280,62901,63338,62901,"2,15M","0,60%",,,,
30.06.2017,62900,62238,63038,62238,"2,77M","1,06%",,,,
29.06.2017,62239,62010,62499,61689,"3,01M","0,36%",,,,
28.06.2017,62018,61684,62057,61433,"2,80M","0,56%",,,,
27.06.2017,61675,62188,62424,61580,"3,38M","-0,82%",,,,
26.06.2017,62188,61088,62251,61088,"2,68M","1,80%",,,,
23.06.2017,61087,61272,61400,60992,"2,92M","-0,30%",,,,
22.06.2017,61272,60762,61354,60758,"3,16M","0,84%",,,,
21.06.2017,60762,60783,61188,60544,"3,38M","-0,01%",,,,
20.06.2017,60766,62011,62011,60766,"4,08M","-2,01%",,,,
19.06.2017,62014,61620,62272,61620,"2,84M","0,63%",,,,
16.06.2017,61626,61911,61921,61269,"5,25M","-0,48%",,,,
14.06.2017,61923,61831,62475,61508,"4,46M","0,15%",,,,
13.06.2017,61829,61708,62012,61510,"2,55M","0,21%",,,,
12.06.2017,61700,62219,62286,61279,"3,12M","-0,82%",,,,
09.06.2017,62211,62755,63066,62095,"3,20M","-0,87%",,,,
08.06.2017,62756,63171,63171,62376,"2,79M","-0,66%",,,,
07.06.2017,63171,62955,63637,62912,"2,98M","0,34%",,,,
06.06.2017,62955,62450,63302,62426,"3,09M","0,81%",,,,
05.06.2017,62450,62503,62800,62010,"2,50M","-0,10%",,,,
02.06.2017,62511,62289,62773,62161,"2,96M","0,36%",,,,
01.06.2017,62289,62711,63293,62165,"3,47M","-0,67%",,,,
31.05.2017,62711,63961,63984,62673,"4,68M","-1,96%",,,,
30.05.2017,63962,63765,64107,63720,"2,30M","0,32%",,,,
29.05.2017,63761,64055,64055,63531,"1,70M","-0,51%",,,,
26.05.2017,64085,63228,64170,63228,"3,97M","1,36%",,,,
25.05.2017,63227,63256,63991,62762,"4,12M","-0,05%",,,,
24.05.2017,63257,62673,64016,62673,"4,31M","0,95%",,,,
23.05.2017,62662,61670,62775,61670,"4,90M","1,60%",,,,
22.05.2017,61673,62638,62638,60925,"6,00M","-1,54%",,,,
19.05.2017,62639,61597,63488,61597,"6,31M","1,69%",,,,
18.05.2017,61597,67536,67536,60315,"11,39M","-8,80%",,,,
17.05.2017,67540,68674,68674,67163,"3,42M","-1,67%",,,,
16.05.2017,68685,68473,68792,68124,"3,79M","0,31%",,,,
15.05.2017,68474,68227,68593,68081,"3,39M","0,37%",,,,
12.05.2017,68222,67536,68429,67536,"3,94M","1,01%",,,,
11.05.2017,67538,67355,67709,67191,"2,96M","0,28%",,,,
10.05.2017,67350,66284,67528,66284,"3,27M","1,62%",,,,
09.05.2017,66278,65533,66536,65533,"2,76M","1,15%",,,,
08.05.2017,65526,65705,66015,65295,"2,34M","-0,28%",,,,
05.05.2017,65710,64869,65768,64863,"2,85M","1,31%",,,,
04.05.2017,64863,66069,66099,64721,"3,90M","-1,86%",,,,
03.05.2017,66094,66720,66758,65898,"3,55M","-0,94%",,,,
02.05.2017,66722,65404,66851,65404,"3,61M","2,02%",,,,
28.04.2017,65403,64679,65403,64592,"3,07M","1,12%",,,,
27.04.2017,64677,64872,65327,64292,"3,21M","-0,29%",,,,
26.04.2017,64862,65144,65436,64679,"3,32M","-0,44%",,,,
25.04.2017,65148,64384,65148,63875,"3,13M","1,18%",,,,
24.04.2017,64389,63761,64754,63761,"3,29M","0,99%",,,,
20.04.2017,63761,63406,64163,63388,"2,99M","0,56%",,,,
19.04.2017,63407,64165,64572,63219,"3,16M","-1,17%",,,,
18.04.2017,64159,64336,64591,63717,"3,24M","-0,27%",,,,
17.04.2017,64335,62828,64424,62828,"3,25M","2,40%",,,,
13.04.2017,62826,63891,63992,62826,"3,31M","-1,67%",,,,
12.04.2017,63892,64362,64456,63814,"4,39M","-0,73%",,,,
11.04.2017,64360,64650,64872,63351,"3,28M","-0,45%",,,,
10.04.2017,64650,64593,64928,64115,"3,08M","0,09%",,,,
07.04.2017,64593,64202,65197,64016,"2,94M","0,58%",,,,
06.04.2017,64223,64775,64921,63762,"2,96M","-0,85%",,,,
05.04.2017,64775,65770,66211,64493,"3,07M","-1,51%",,,,
04.04.2017,65769,65212,65775,64990,"2,15M","0,85%",,,,
03.04.2017,65211,64989,65384,64774,"2,95M","0,35%",,,,
31.03.2017,64984,65266,65597,64859,"2,70M","-0,43%",,,,
30.03.2017,65266,65541,65775,65070,"2,41M","-0,40%",,,,
29.03.2017,65528,64636,65551,64476,"3,60M","1,37%",,,,
28.03.2017,64640,64308,64847,64042,"3,46M","0,52%",,,,
27.03.2017,64308,63829,64356,63030,"2,76M","0,71%",,,,
24.03.2017,63854,63554,63997,63469,"2,65M","0,51%",,,,
23.03.2017,63531,63521,63942,62840,"3,55M","0,01%",,,,
22.03.2017,63521,62980,63747,62496,"4,19M","0,86%",,,,
21.03.2017,62980,64884,64965,62795,"3,81M","-2,93%",,,,
20.03.2017,64884,64210,65136,63672,"3,73M","1,05%",,,,
17.03.2017,64210,65783,66205,64152,"5,37M","-2,39%",,,,
16.03.2017,65783,66232,66554,65531,"2,95M","-0,68%",,,,
15.03.2017,66235,64702,66318,64537,"3,86M","2,37%",,,,
14.03.2017,64699,65511,65549,64699,"2,91M","-1,27%",,,,
13.03.2017,65534,64674,65651,64674,"2,23M","1,33%",,,,
10.03.2017,64675,64586,65725,64472,"3,54M","0,14%",,,,
09.03.2017,64585,64718,65068,64203,"3,62M","-0,21%",,,,
08.03.2017,64718,65748,65810,64496,"3,84M","-1,56%",,,,
07.03.2017,65742,66343,66641,65668,"2,98M","-0,90%",,,,
06.03.2017,66341,66786,66892,66119,"3,44M","-0,67%",,,,
03.03.2017,66786,65860,66801,65860,"2,74M","1,41%",,,,
02.03.2017,65855,67000,67035,65594,"3,19M","-1,69%",,,,
01.03.2017,66989,66661,67398,66661,"2,45M","0,49%",,,,
24.02.2017,66662,67458,67458,66452,"3,15M","-1,18%",,,,
23.02.2017,67461,68591,69488,67279,"4,10M","-1,64%",,,,
22.02.2017,68590,69052,69052,68282,"3,48M","-0,67%",,,,
21.02.2017,69052,68536,69112,68536,"3,15M","0,76%",,,,
20.02.2017,68533,67756,68674,67756,"2,24M","1,16%",,,,
17.02.2017,67748,67814,67819,67158,"2,87M","-0,10%",,,,
16.02.2017,67814,67979,68456,67661,"3,66M","-0,24%",,,,
15.02.2017,67976,66712,68016,66712,"4,25M","1,89%",,,,
14.02.2017,66713,66971,67110,66251,"3,48M","-0,38%",,,,
13.02.2017,66968,66125,67094,66125,"3,20M","1,28%",,,,
10.02.2017,66125,64965,66292,64935,"3,55M","1,79%",,,,
09.02.2017,64965,64850,65302,64587,"2,72M","0,20%",,,,
08.02.2017,64835,64200,64835,63740,"3,24M","0,99%",,,,
07.02.2017,64199,64022,64815,63938,"2,86M","0,32%",,,,
06.02.2017,63993,64957,65327,63933,"2,63M","-1,48%",,,,
03.02.2017,64954,64579,65387,64264,"3,59M","0,58%",,,,
02.02.2017,64578,64835,65132,64163,"3,05M","-0,40%",,,,
01.02.2017,64836,64687,65594,64687,"3,31M","0,26%",,,,
31.01.2017,64671,64310,64901,64284,"2,82M","0,57%",,,,
30.01.2017,64302,66025,66025,64165,"2,33M","-2,62%",,,,
27.01.2017,66034,66195,66242,65876,"2,66M","-0,24%",,,,
26.01.2017,66191,65842,66594,65842,"3,60M","0,53%",,,,
24.01.2017,65840,65752,66173,65615,"3,97M","0,14%",,,,
23.01.2017,65749,64519,65816,64500,"3,05M","1,90%",,,,
20.01.2017,64521,63951,64694,63951,"3,52M","0,89%",,,,
19.01.2017,63951,64145,64456,63574,"2,96M","-0,31%",,,,
18.01.2017,64150,64360,64680,64063,"3,10M","-0,32%",,,,
17.01.2017,64354,63827,64658,63456,"3,02M","0,82%",,,,
16.01.2017,63831,63652,64014,63556,"1,82M","0,28%",,,,
13.01.2017,63652,63940,64092,63366,"2,82M","-0,47%",,,,
12.01.2017,63954,62448,64342,62448,"4,68M","2,41%",,,,
11.01.2017,62446,62134,62674,61665,"3,24M","0,51%",,,,
10.01.2017,62132,61710,62446,61710,"2,70M","0,70%",,,,
09.01.2017,61700,61680,62112,61307,"2,56M","0,06%",,,,
06.01.2017,61665,62072,62072,61396,"2,45M","-0,65%",,,,
05.01.2017,62071,61594,62409,61594,"3,42M","0,78%",,,,
04.01.2017,61589,61811,61940,61302,"2,93M","-0,36%",,,,
03.01.2017,61814,59631,61815,59631,"3,43M","3,73%",,,,
02.01.2017,59589,60227,60227,59371,"833,73K","-1,06%",,,,
29.12.2016,60227,59782,60248,59278,"2,19M","0,75%",,,,
28.12.2016,59782,58688,59911,58688,"2,02M","1,85%",,,,
27.12.2016,58697,58627,59068,58402,"1,67M","0,13%",,,,
26.12.2016,58620,57941,58781,57941,"701,23K","1,18%",,,,
23.12.2016,57937,57255,58143,57255,"2,22M","1,19%",,,,
22.12.2016,57255,57646,57646,56829,"2,90M","-0,68%",,,,
21.12.2016,57647,57583,58049,57222,"2,54M","0,11%",,,,
20.12.2016,57583,57116,57918,57038,"2,76M","0,83%",,,,
19.12.2016,57111,58390,58600,57109,"3,50M","-2,19%",,,,
16.12.2016,58389,58398,59312,58365,"3,80M","-0,01%",,,,
15.12.2016,58396,58214,58635,57575,"3,68M","0,32%",,,,
14.12.2016,58212,59280,59338,58212,"3,98M","-1,80%",,,,
13.12.2016,59281,59178,59946,58758,"3,70M","0,17%",,,,
12.12.2016,59179,60517,60517,59035,"6,77M","-2,19%",,,,
09.12.2016,60501,60688,61129,60316,"3,44M","-0,29%",,,,
08.12.2016,60677,61430,61936,60499,"3,03M","-1,20%",,,,
07.12.2016,61414,61111,61918,61062,"3,96M","0,53%",,,,
06.12.2016,61088,59828,61235,59396,"3,72M","2,10%",,,,
05.12.2016,59832,60322,60720,59635,"2,95M","-0,80%",,,,
02.12.2016,60316,59499,60379,58092,"4,48M","1,36%",,,,
01.12.2016,59507,61906,61911,59058,"5,52M","-3,88%",,,,
30.11.2016,61906,60994,62590,60994,"4,73M","1,51%",,,,
29.11.2016,60987,62859,62859,60980,"3,53M","-2,97%",,,,
28.11.2016,62856,61559,62934,61240,"2,84M","2,11%",,,,
25.11.2016,61559,61394,61559,60573,"2,74M","0,27%",,,,
24.11.2016,61396,61999,62105,61392,"1,65M","-0,95%",,,,
23.11.2016,61986,61956,62046,61234,"3,60M","0,05%",,,,
22.11.2016,61954,61072,62550,61072,"4,11M","1,45%",,,,
21.11.2016,61070,59963,61070,59963,"3,63M","1,85%",,,,
18.11.2016,59962,59770,60193,59327,"3,57M","0,32%",,,,
17.11.2016,59770,60763,61493,59746,"3,64M","-1,63%",,,,
16.11.2016,60759,59659,60915,59364,"4,72M","1,85%",,,,
14.11.2016,59657,59183,59961,58322,"5,58M","0,80%",,,,
11.11.2016,59184,61199,61626,58921,"7,81M","-3,30%",,,,
10.11.2016,61201,63261,63903,60553,"7,86M","-3,25%",,,,
09.11.2016,63258,64157,64358,61794,"5,80M","-1,40%",,,,
08.11.2016,64158,64052,64767,63381,"3,37M","0,17%",,,,
07.11.2016,64052,61601,64193,61601,"3,43M","3,98%",,,,
